applicant_id,age,gender,state,area_type,occupation,education_level,annual_income_inr,is_student,is_farmer,land_holding_acres,has_disability,is_senior_citizen,has_aadhaar,has_income_cert,has_bank_passbook,has_edu_cert,document_readiness_score,scheme_id,scheme_name,scheme_category,max_income_limit,scheme_benefit_value_inr,eligibility_match_score,grant_probability,processing_days,disbursed_grant_inr,application_outcome,is_approved
APP-100037,26,Male,Rajasthan,Rural,Farmer,Undergraduate,222971,0,1,3.32,1,0,1,1,1,1,100.0,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,100,0.99,8,5940,APPROVED,1
APP-100038,48,Male,Uttar Pradesh,Urban,Retired,12th Pass,373319,0,0,0.0,0,0,1,0,1,1,75.0,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,35,0.4663,50,0,REJECTED,0
APP-100039,30,Female,Andhra Pradesh,Urban,Self-employed,Below 10th,221457,0,0,0.0,0,0,0,0,1,0,37.5,scheme-009,Rural Housing Assistance,Housing,180000,130000,65,0.591,39,0,REJECTED,0
APP-100040,49,Female,Andhra Pradesh,Rural,Homemaker,Below 10th,258899,0,0,0.0,0,0,1,0,1,0,62.5,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,35,0.441,45,0,REJECTED,0
APP-100041,43,Female,Andhra Pradesh,Rural,Student,Undergraduate,167500,1,0,0.0,0,0,1,1,1,1,100.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.99,15,495000,APPROVED,1
APP-100042,33,Male,Maharashtra,Rural,Homemaker,10th Pass,112329,0,0,0.0,0,0,1,0,1,1,75.0,scheme-001,National Merit Scholarship,Education,300000,20000,70,0.7421,23,14841,APPROVED,1
APP-100043,27,Female,Uttar Pradesh,Rural,Farmer,Postgraduate,174267,0,1,1.17,1,0,1,1,1,1,100.0,scheme-007,Youth Internship Programme,Employment,400000,66000,100,0.99,9,65340,APPROVED,1
APP-100044,23,Male,Bihar,Rural,Student,12th Pass,284188,1,0,0.0,0,0,1,1,1,1,100.0,scheme-009,Rural Housing Assistance,Housing,180000,130000,65,0.8269,44,0,REJECTED,0
APP-100045,17,Male,Maharashtra,Rural,Student,Below 10th,20000,1,0,0.0,0,0,1,0,1,0,62.5,scheme-006,Skill Development Stipend,Employment,350000,18000,70,0.7246,21,13043,APPROVED,1
APP-100046,41,Male,Andhra Pradesh,Urban,Farmer,Postgraduate,166221,0,1,0.03,0,0,1,1,1,1,100.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,85,0.9053,17,90529,APPROVED,1
APP-100047,41,Female,Karnataka,Urban,Student,12th Pass,105339,1,0,0.0,0,0,1,1,1,1,100.0,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.8072,11,53273,APPROVED,1
APP-100048,49,Female,Andhra Pradesh,Rural,Student,10th Pass,105149,1,0,0.0,1,0,1,1,1,0,87.5,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,80,0.7497,48,0,REJECTED,0
APP-100049,43,Male,West Bengal,Urban,Unemployed,Undergraduate,336462,0,0,0.0,0,0,1,1,1,1,100.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,65,0.7197,63,0,REJECTED,0
APP-100050,52,Female,Telangana,Rural,Student,Postgraduate,221509,1,0,0.0,0,0,1,0,1,1,75.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.8937,14,446866,APPROVED,1
APP-100051,53,Male,Andhra Pradesh,Rural,Salaried,Undergraduate,829058,0,0,0.0,0,0,0,1,1,0,62.5,scheme-009,Rural Housing Assistance,Housing,180000,130000,65,0.6537,41,0,REJECTED,0
APP-100052,16,Male,Gujarat,Rural,Student,10th Pass,133659,1,0,0.0,1,0,1,1,0,1,75.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,55,0.5586,22,55864,APPROVED,1
APP-100053,39,Female,Bihar,Rural,Salaried,12th Pass,262878,0,0,0.0,0,0,1,1,1,1,100.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,100,0.99,12,99000,APPROVED,1
APP-100054,17,Male,Uttar Pradesh,Rural,Student,Undergraduate,28737,1,0,0.0,1,0,1,1,1,0,87.5,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,100,0.9455,19,23637,APPROVED,1
APP-100055,16,Male,Andhra Pradesh,Urban,Student,10th Pass,86583,1,0,0.0,0,0,1,1,1,1,100.0,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,100,0.9805,20,24513,APPROVED,1
APP-100056,49,Female,Telangana,Urban,Student,10th Pass,73750,1,0,0.0,0,0,1,1,1,1,100.0,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,80,0.8832,44,0,REJECTED,0
APP-100057,40,Male,Tamil Nadu,Rural,Farmer,Below 10th,185661,0,1,0.5,0,0,1,1,1,0,87.5,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.9187,17,459327,APPROVED,1
APP-100058,29,Male,Tamil Nadu,Rural,Farmer,Below 10th,122881,0,1,0.49,0,0,1,1,1,0,87.5,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,85,0.827,5,82704,APPROVED,1
APP-100059,30,Male,Maharashtra,Urban,Farmer,Undergraduate,111019,0,1,5.17,0,0,1,1,1,0,87.5,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,70,0.7698,18,19245,APPROVED,1
APP-100060,24,Female,Telangana,Rural,Student,12th Pass,115560,1,0,0.0,0,0,1,1,1,1,100.0,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,80,0.8449,23,0,REJECTED,0
APP-100061,47,Female,Maharashtra,Rural,Farmer,12th Pass,90844,0,1,1.9,0,0,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,70,0.7726,6,27040,APPROVED,1
APP-100062,31,Male,Telangana,Rural,Farmer,Graduate,156654,0,1,2.25,0,0,1,1,1,1,100.0,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,100,0.99,15,5940,APPROVED,1
APP-100063,20,Female,Karnataka,Urban,Student,12th Pass,20000,1,0,0.0,1,0,1,0,1,1,75.0,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,100,0.9124,9,22809,APPROVED,1
APP-100064,16,Female,Karnataka,Rural,Student,Postgraduate,111699,1,0,0.0,1,0,1,0,1,1,75.0,scheme-009,Rural Housing Assistance,Housing,180000,130000,70,0.703,13,91396,APPROVED,1
APP-100065,26,Male,Telangana,Rural,Farmer,Graduate,116180,0,1,0.21,0,0,1,0,1,1,75.0,scheme-009,Rural Housing Assistance,Housing,180000,130000,100,0.8124,19,105611,APPROVED,1
APP-100066,40,Female,Rajasthan,Rural,Farmer,Undergraduate,154056,0,1,6.63,0,0,1,0,1,1,75.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.99,24,495000,APPROVED,1
APP-100067,48,Male,Andhra Pradesh,Rural,Student,10th Pass,20000,1,0,0.0,0,0,1,1,1,1,100.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.9695,5,484765,APPROVED,1
APP-100068,46,Female,Telangana,Rural,Daily wage worker,Below 10th,75583,0,0,0.0,0,0,1,1,1,0,87.5,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,80,0.8109,55,0,REJECTED,0
APP-100069,24,Male,Tamil Nadu,Urban,Daily wage worker,12th Pass,39190,0,0,0.0,0,0,1,1,1,1,100.0,scheme-007,Youth Internship Programme,Employment,400000,66000,100,0.9587,13,63274,APPROVED,1
APP-100070,35,Male,Telangana,Urban,Daily wage worker,Undergraduate,123504,0,0,0.0,0,0,1,0,1,1,75.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.896,12,161284,APPROVED,1
APP-100071,27,Male,Rajasthan,Urban,Daily wage worker,10th Pass,99191,0,0,0.0,1,0,1,0,0,1,50.0,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,70,0.6679,16,16698,APPROVED,1
APP-100072,54,Male,Maharashtra,Rural,Self-employed,12th Pass,259231,0,0,0.0,0,0,1,0,1,1,75.0,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.7087,19,46777,APPROVED,1
APP-100073,16,Female,Karnataka,Rural,Student,Graduate,118569,1,0,0.0,0,0,1,1,1,1,100.0,scheme-001,National Merit Scholarship,Education,300000,20000,70,0.77,9,15400,APPROVED,1
APP-100074,42,Female,Madhya Pradesh,Urban,Farmer,10th Pass,247312,0,1,0.71,0,0,1,1,1,0,87.5,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,100,0.99,15,5940,APPROVED,1
APP-100075,28,Female,Telangana,Urban,Farmer,10th Pass,218039,0,1,3.99,1,0,1,1,1,1,100.0,scheme-007,Youth Internship Programme,Employment,400000,66000,100,0.9829,8,64872,APPROVED,1
APP-100076,49,Female,Tamil Nadu,Rural,Farmer,10th Pass,228149,0,1,0.5,0,0,1,1,0,1,75.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,35,0.4968,53,0,REJECTED,0
APP-100077,19,Female,Telangana,Rural,Student,12th Pass,113441,1,0,0.0,0,0,1,1,1,1,100.0,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,80,0.777,46,0,REJECTED,0
APP-100078,45,Female,West Bengal,Urban,Farmer,12th Pass,66098,0,1,3.33,0,0,1,1,1,1,100.0,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,100,0.99,6,5940,APPROVED,1
APP-100079,31,Female,Rajasthan,Rural,Homemaker,Graduate,524642,0,0,0.0,0,0,0,1,1,1,75.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,65,0.706,39,0,REJECTED,0
APP-100080,31,Male,Bihar,Rural,Student,10th Pass,92505,1,0,0.0,1,0,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,100,0.99,15,34650,APPROVED,1
APP-100081,54,Male,Telangana,Rural,Farmer,10th Pass,102706,0,1,1.72,0,0,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,70,0.8372,11,29301,APPROVED,1
APP-100082,51,Female,Telangana,Urban,Farmer,Postgraduate,30856,0,1,0.4,0,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,70,0.773,11,18701,APPROVED,1
APP-100083,34,Female,Telangana,Urban,Farmer,Graduate,171077,0,1,0.57,0,0,1,0,0,1,50.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.9278,11,167003,APPROVED,1
APP-100084,56,Male,Andhra Pradesh,Rural,Farmer,10th Pass,30000,0,1,4.95,0,0,1,1,1,1,100.0,scheme-009,Rural Housing Assistance,Housing,180000,130000,100,0.99,15,128700,APPROVED,1
APP-100085,47,Male,Telangana,Rural,Self-employed,Undergraduate,60815,0,0,0.0,0,0,1,0,1,1,75.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,70,0.7464,8,26123,APPROVED,1
APP-100086,25,Female,Telangana,Rural,Farmer,Undergraduate,194256,0,1,4.84,0,0,1,0,1,1,75.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.8981,21,161651,APPROVED,1
APP-100087,16,Male,Madhya Pradesh,Rural,Farmer,10th Pass,203115,0,1,0.07,0,0,1,0,1,1,75.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.9255,7,462773,APPROVED,1
APP-100088,48,Female,Andhra Pradesh,Rural,Student,12th Pass,37447,1,0,0.0,0,0,1,1,1,1,100.0,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,80,0.8626,32,0,REJECTED,0
APP-100089,62,Female,Andhra Pradesh,Rural,Unemployed,Undergraduate,336618,0,0,0.0,0,1,1,0,1,1,75.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,65,0.6838,41,0,REJECTED,0
APP-100090,55,Male,Andhra Pradesh,Rural,Daily wage worker,10th Pass,116834,0,0,0.0,0,0,1,1,0,1,75.0,scheme-006,Skill Development Stipend,Employment,350000,18000,70,0.7101,15,12783,APPROVED,1
APP-100091,39,Male,Andhra Pradesh,Rural,Homemaker,Below 10th,40000,0,0,0.0,0,0,1,1,1,0,87.5,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,70,0.7833,25,27416,APPROVED,1
APP-100092,45,Female,Telangana,Rural,Farmer,Graduate,177922,0,1,2.29,0,0,1,1,1,1,100.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,100,0.99,5,99000,APPROVED,1
APP-100093,42,Female,Andhra Pradesh,Rural,Student,Below 10th,21823,1,0,0.0,0,0,1,1,1,0,87.5,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,80,0.8123,46,0,REJECTED,0
APP-100094,16,Male,Andhra Pradesh,Rural,Student,Undergraduate,42308,1,0,0.0,0,0,1,1,1,1,100.0,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,50,0.6982,35,0,REJECTED,0
APP-100095,76,Female,West Bengal,Urban,Retired,10th Pass,150923,0,0,0.0,0,1,1,1,1,1,100.0,scheme-001,National Merit Scholarship,Education,300000,20000,70,0.8099,27,16198,APPROVED,1
APP-100096,32,Male,Bihar,Rural,Farmer,Undergraduate,298251,0,1,1.43,0,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,35,0.5756,52,0,REJECTED,0
APP-100097,25,Female,Tamil Nadu,Rural,Daily wage worker,10th Pass,57226,0,0,0.0,1,0,1,1,0,1,75.0,scheme-007,Youth Internship Programme,Employment,400000,66000,100,0.9035,21,59628,APPROVED,1
APP-100098,35,Female,Bihar,Urban,Daily wage worker,Undergraduate,107193,0,0,0.0,0,0,1,1,1,1,100.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,100,0.9336,14,93356,APPROVED,1
APP-100099,37,Male,Karnataka,Urban,Farmer,Undergraduate,191264,0,1,8.86,0,0,1,1,1,0,87.5,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,100,0.9477,13,14216,APPROVED,1
APP-100100,44,Female,Rajasthan,Rural,Salaried,Below 10th,120000,0,0,0.0,0,0,1,1,1,0,87.5,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,80,0.8463,34,0,REJECTED,0
APP-100101,54,Female,Telangana,Rural,Daily wage worker,Undergraduate,151273,0,0,0.0,1,0,1,1,1,1,100.0,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,70,0.7456,13,18639,APPROVED,1
APP-100102,48,Male,Telangana,Urban,Farmer,Graduate,209937,0,1,4.01,0,0,1,1,1,1,100.0,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,100,0.99,8,14850,APPROVED,1
APP-100103,56,Male,Karnataka,Urban,Retired,Undergraduate,40000,0,0,0.0,0,0,1,1,1,1,100.0,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,80,0.7997,36,0,REJECTED,0
APP-100104,46,Male,Andhra Pradesh,Rural,Farmer,10th Pass,157572,0,1,1.21,0,0,1,0,1,1,75.0,scheme-005,Ayushman Bharat Health Cover,Health,250000,500000,100,0.9219,8,460934,APPROVED,1
APP-100105,44,Female,Bihar,Rural,Student,Graduate,347467,1,0,0.0,0,0,1,1,1,1,100.0,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.8974,8,59228,APPROVED,1
APP-100106,52,Male,Telangana,Rural,Farmer,10th Pass,273477,0,1,3.78,0,0,1,1,1,0,87.5,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,85,0.8389,12,83891,APPROVED,1
APP-100107,28,Female,Tamil Nadu,Rural,Salaried,10th Pass,156607,0,0,0.0,0,0,0,1,1,1,75.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.9206,5,165711,APPROVED,1
APP-100108,58,Male,Madhya Pradesh,Rural,Farmer,Graduate,285711,0,1,7.79,0,0,1,1,1,1,100.0,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,35,0.5889,48,0,REJECTED,0
APP-100109,44,Male,Andhra Pradesh,Rural,Farmer,Undergraduate,300714,0,1,1.71,0,0,1,1,1,1,100.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,65,0.7518,47,0,REJECTED,0
APP-100110,33,Male,Karnataka,Urban,Student,Undergraduate,100091,1,0,0.0,0,0,1,0,1,1,75.0,scheme-006,Skill Development Stipend,Employment,350000,18000,100,0.96,18,17281,APPROVED,1
APP-100111,28,Female,Tamil Nadu,Urban,Salaried,Undergraduate,575604,0,0,0.0,0,0,1,0,1,0,62.5,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,65,0.6755,55,0,REJECTED,0
APP-100112,58,Female,Telangana,Urban,Salaried,Below 10th,408220,0,0,0.0,0,0,1,1,1,0,87.5,scheme-001,National Merit Scholarship,Education,300000,20000,35,0.5396,57,0,REJECTED,0
APP-100113,20,Male,Rajasthan,Urban,Student,12th Pass,20000,1,0,0.0,0,0,1,1,1,0,87.5,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,85,0.8915,5,89146,APPROVED,1
APP-100114,34,Male,Tamil Nadu,Rural,Self-employed,Below 10th,230794,0,0,0.0,0,0,1,1,1,0,87.5,scheme-004,Kisan Credit Card Subsidy,Agriculture,500000,15000,80,0.8362,60,0,REJECTED,0
APP-100115,32,Female,West Bengal,Rural,Unemployed,Undergraduate,253482,0,0,0.0,0,0,1,1,1,1,100.0,scheme-021,Student Laptop & Digital Aid,Education,250000,25000,35,0.57,40,0,REJECTED,0
APP-100116,28,Female,Andhra Pradesh,Rural,Farmer,Graduate,172224,0,1,9.08,0,0,1,1,1,1,100.0,scheme-003,PM Kisan Samman Nidhi,Agriculture,400000,6000,100,0.99,8,5940,APPROVED,1
APP-100117,31,Female,Tamil Nadu,Rural,Farmer,Postgraduate,30000,0,1,1.39,0,0,1,1,1,1,100.0,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.7558,10,49883,APPROVED,1
APP-100118,44,Male,Telangana,Urban,Daily wage worker,10th Pass,149492,0,0,0.0,0,0,1,1,1,1,100.0,scheme-010,Women Entrepreneurship Loan,Entrepreneurship,500000,100000,85,0.9285,11,92851,APPROVED,1
APP-100119,63,Male,Andhra Pradesh,Urban,Student,Graduate,31356,1,0,0.0,0,1,1,1,1,1,100.0,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.9572,5,172295,APPROVED,1
APP-100120,57,Female,Maharashtra,Urban,Farmer,Graduate,209540,0,1,4.66,0,0,1,0,1,0,62.5,scheme-007,Youth Internship Programme,Employment,400000,66000,70,0.7027,20,46375,APPROVED,1
APP-100121,55,Male,Telangana,Urban,Daily wage worker,Undergraduate,68771,0,0,0.0,1,0,1,1,1,1,100.0,scheme-013,Old Age Pension Scheme,Social Security,150000,24192,70,0.803,14,19426,APPROVED,1
APP-100122,21,Male,Telangana,Rural,Farmer,12th Pass,218845,0,1,0.93,0,0,1,1,1,0,87.5,scheme-008,Affordable Housing Subsidy,Housing,300000,180000,100,0.9301,11,167426,APPROVED,1
APP-100123,33,Male,Andhra Pradesh,Rural,Daily wage worker,10th Pass,141432,0,0,0.0,0,0,1,1,1,0,87.5,scheme-002,Post-Matric BC Scholarship,Education,200000,35000,100,0.9733,7,34064,APPROVED,1
